"","ID","State","StateName","JobCode","JobName","TotalEmployment","AverageHourlySalary","AverageYearlySalary"
"2934","25","MA","Massachusetts","19-3051","Urban and regional planners",1200,32.53,67660
"2935","39","OH","Ohio","13-2061","Financial examiners",1200,33.15,68950
"2936","09","CT","Connecticut","13-2081","Tax examiners, collectors, and revenue agents",1200,33.65,70000
"2937","29","MO","Missouri","29-1131","Veterinarians",1200,34.38,71500
"2938","35","NM","New Mexico","15-1051","Computer systems analysts",1200,34.62,72000
"2939","42","PA","Pennsylvania","15-1011","Computer and information scientists, research",1200,37.09,77150
"2940","27","MN","Minnesota","29-1071","Physician assistants",1200,40.04,83280
"2941","55","WI","Wisconsin","11-3049","Human resources managers, all other",1200,45.28,94170
"2942","40","OK","Oklahoma","31-9096","Veterinary assistants and laboratory animal caretakers",1200,9.21,19150
"2943","08","CO","Colorado","45-2093","Farmworkers, farm and ranch animals",1200,9.87,20530
"2944","49","UT","Utah","43-1011","First-line supervisors/managers of office and administrative support workers",12000,20.37,42370
"2945","06","CA","California","35-2011","Cooks, fast food",120090,8.57,17820
"2946","06","CA","California","39-2021","Nonfarm animal caretakers",12010,10.86,22600
"2947","51","VA","Virginia","25-2011","Preschool teachers, except special education",12010,12.94,26920
"2948","18","IN","Indiana","51-4121","Welders, cutters, solderers, and brazers",12010,15.98,33230
"2949","38","ND","North Dakota","39-0000","Personal care and service occupations",12010,9.52,19800
"2950","47","TN","Tennessee","47-2111","Electricians",12020,19.5,40550
"2951","41","OR","Oregon","31-1012","Nursing aides, orderlies, and attendants",12030,12.06,25090
"2952","06","CA","California","49-3042","Mobile heavy equipment mechanics, except engines",12030,24.7,51380
"2953","06","CA","California","11-3071","Transportation, storage, and distribution managers",12030,39.84,82870
"2954","33","NH","New Hampshire","35-3031","Waiters and waitresses",12030,9.12,18970
"2955","05","AR","Arkansas","51-3022","Meat, poultry, and fish cutters and trimmers",12030,9.51,19770
"2956","27","MN","Minnesota","15-1041","Computer support specialists",12040,21.86,45470
"2957","21","KY","Kentucky","35-2014","Cooks, restaurant",12040,9.07,18860
"2958","29","MO","Missouri","41-3099","Sales representatives, services, all other",12050,26.35,54810
"2959","36","NY","New York","29-2034","Radiologic technologists and technicians",12050,28.69,59680
"2960","36","NY","New York","33-1012","First-line supervisors/managers of police and detectives",12050,39.48,82120
"2961","34","NJ","New Jersey","41-1012","First-line supervisors/managers of non-retail sales workers",12050,46.72,97170
"2962","35","NM","New Mexico","15-0000","Computer and mathematical occupations",12060,32.67,67960
"2963","49","UT","Utah","00-0000","All Occupations",1206180,17.83,37080
"2964","48","TX","Texas","11-3051","Industrial production managers",12070,48.19,100240
"2965","54","WV","West Virginia","43-0000","Office and administrative support occupations",120700,12.2,25370
"2966","13","GA","Georgia","37-0000","Building and grounds cleaning and maintenance occupations",120750,10.37,21570
"2967","39","OH","Ohio","49-3031","Bus and truck mechanics and diesel engine specialists",12090,18.31,38090
"2968","11","DC","District of Columbia","31-1011","Home health aides",1210,10.41,21660
"2969","08","CO","Colorado","43-4121","Library assistants, clerical",1210,10.58,22000
"2970","20","KS","Kansas","49-9098","Helpers--installation, maintenance, and repair workers",1210,10.78,22430
"2971","09","CT","Connecticut","39-2021","Nonfarm animal caretakers",1210,11.09,23070
"2972","48","TX","Texas","51-4071","Foundry mold and coremakers",1210,11.17,23230
"2973","72","PR","Puerto Rico","49-2011","Computer, automated teller, and office machine repairers",1210,11.44,23800
"2974","31","NE","Nebraska","53-7081","Refuse and recyclable material collectors",1210,12.2,25370
"2975","39","OH","Ohio","51-6052","Tailors, dressmakers, and custom sewers",1210,12.34,25660
"2976","29","MO","Missouri","43-4031","Court, municipal, and license clerks",1210,12.43,25860
"2977","44","RI","Rhode Island","39-5012","Hairdressers, hairstylists, and cosmetologists",1210,12.51,26020
"2978","15","HI","Hawaii","43-9021","Data entry keyers",1210,12.72,26450
"2979","39","OH","Ohio","51-9031","Cutters and trimmers, hand",1210,12.8,26630
"2980","47","TN","Tennessee","53-7032","Excavating and loading machine and dragline operators",1210,13.65,28380
"2981","29","MO","Missouri","43-5111","Weighers, measurers, checkers, and samplers, recordkeeping",1210,14.02,29150
"2982","45","SC","South Carolina","31-9094","Medical transcriptionists",1210,14.2,29530
"2983","42","PA","Pennsylvania","43-4021","Correspondence clerks",1210,14.32,29780
"2984","44","RI","Rhode Island","31-9099","Healthcare support workers, all other",1210,14.44,30030
"2985","39","OH","Ohio","51-9191","Cementing and gluing machine operators and tenders",1210,14.51,30190
"2986","45","SC","South Carolina","51-4122","Welding, soldering, and brazing machine setters, operators, and tenders",1210,14.92,31030
"2987","36","NY","New York","51-9031","Cutters and trimmers, hand",1210,15.13,31460
"2988","17","IL","Illinois","47-3013","Helpers--electricians",1210,15.28,31780
"2989","06","CA","California","51-4191","Heat treating equipment setters, operators, and tenders, metal and plastic",1210,15.41,32050
"2990","24","MD","Maryland","29-2081","Opticians, dispensing",1210,15.72,32690
"2991","47","TN","Tennessee","11-9031","Education administrators, preschool and child care center/program",1210,15.82,32920
"2992","31","NE","Nebraska","43-6012","Legal secretaries",1210,15.9,33070
"2993","32","NV","Nevada","29-2071","Medical records and health information technicians",1210,16.35,34000
"2994","30","MT","Montana","47-2051","Cement masons and concrete finishers",1210,16.54,34400
"2995","13","GA","Georgia","47-2171","Reinforcing iron and rebar workers",1210,16.56,34450
"2996","54","WV","West Virginia","43-5061","Production, planning, and expediting clerks",1210,17.12,35600
"2997","39","OH","Ohio","47-4041","Hazardous materials removal workers",1210,17.26,35910
"2998","08","CO","Colorado","43-3061","Procurement clerks",1210,17.79,37000
"2999","18","IN","Indiana","53-7032","Excavating and loading machine and dragline operators",1210,19.32,40190
"3000","35","NM","New Mexico","47-5011","Derrick operators, oil and gas",1210,19.88,41360
"3001","13","GA","Georgia","29-2031","Cardiovascular technologists and technicians",1210,19.94,41480
"3002","08","CO","Colorado","47-2044","Tile and marble setters",1210,20.16,41920
"3003","25","MA","Massachusetts","47-2071","Paving, surfacing, and tamping equipment operators",1210,20.47,42570
"3004","42","PA","Pennsylvania","47-2044","Tile and marble setters",1210,20.74,43140
"3005","20","KS","Kansas","13-1022","Wholesale and retail buyers, except farm products",1210,21.08,43850
"3006","04","AZ","Arizona","43-5051","Postal service clerks",1210,21.3,44300
"3007","24","MD","Maryland","51-8021","Stationary engineers and boiler operators",1210,23.02,47880
"3008","41","OR","Oregon","21-1022","Medical and public health social workers",1210,23.54,48970
"3009","51","VA","Virginia","51-4199","Metal workers and plastic workers, all other",1210,23.67,49230
"3010","08","CO","Colorado","29-1126","Respiratory therapists",1210,23.9,49710
"3011","24","MD","Maryland","13-1121","Meeting and convention planners",1210,23.97,49850
"3012","28","MS","Mississippi","15-1021","Computer programmers",1210,24.97,51940
"3013","51","VA","Virginia","33-1099","First-line supervisors/managers, protective service workers, all other",1210,25.97,54030
"3014","34","NJ","New Jersey","47-2044","Tile and marble setters",1210,27.35,56880
"3015","26","MI","Michigan","29-2033","Nuclear medicine technologists",1210,29.44,61240
"3016","21","KY","Kentucky","19-3021","Market research analysts",1210,30.29,63010
"3017","29","MO","Missouri","13-1081","Logisticians",1210,30.29,63010
"3018","13","GA","Georgia","19-2031","Chemists",1210,33.41,69490
"3019","47","TN","Tennessee","13-2052","Personal financial advisors",1210,35.77,74390
"3020","09","CT","Connecticut","17-2072","Electronics engineers, except computer",1210,39.39,81930
"3021","51","VA","Virginia","11-9039","Education administrators, all other",1210,45.07,93740
"3022","72","PR","Puerto Rico","29-1069","Physicians and surgeons, all other",1210,48.9,101700
"3023","24","MD","Maryland","11-3049","Human resources managers, all other",1210,50.34,104710
"3024","11","DC","District of Columbia","29-1069","Physicians and surgeons, all other",1210,55.95,116380
"3025","35","NM","New Mexico","11-9041","Engineering managers",1210,57.94,120520
"3026","36","NY","New York","29-1065","Pediatricians, general",1210,68.25,141960
"3027","35","NM","New Mexico","35-3041","Food servers, nonrestaurant",1210,7.97,16580
"3028","12","FL","Florida","21-1093","Social and human service assistants",12100,13.51,28110
"3029","19","IA","Iowa","53-7051","Industrial truck and tractor operators",12100,13.71,28530
"3030","45","SC","South Carolina","51-1011","First-line supervisors/managers of production and operating workers",12110,25.14,52290
"3031","05","AR","Arkansas","35-2011","Cooks, fast food",12110,7.24,15070
"3032","28","MS","Mississippi","41-0000","Sales and related occupations",121100,12.49,25980
"3033","05","AR","Arkansas","41-0000","Sales and related occupations",121190,13.33,27730
"3034","28","MS","Mississippi","43-4051","Customer service representatives",12120,12.4,25790
"3035","27","MN","Minnesota","33-9032","Security guards",12120,13.26,27590
"3036","01","AL","Alabama","47-2031","Carpenters",12120,14.46,30070
"3037","17","IL","Illinois","31-9091","Dental assistants",12130,14.84,30870
"3038","51","VA","Virginia","49-1011","First-line supervisors/managers of mechanics, installers, and repairers",12140,29.26,60850
"3039","06","CA","California","17-3029","Engineering technicians, except drafters, all other",12150,27.01,56180
"3040","47","TN","Tennessee","49-0000","Installation, maintenance, and repair occupations",121590,17.62,36660
"3041","35","NM","New Mexico","43-4051","Customer service representatives",12160,12.69,26400
"3042","17","IL","Illinois","39-9031","Fitness trainers and aerobics instructors",12160,15.82,32900
"3043","36","NY","New York","13-1072","Compensation, benefits, and job analysis specialists",12160,29.11,60540
"3044","37","NC","North Carolina","51-6031","Sewing machine operators",12170,10.98,22840
"3045","09","CT","Connecticut","31-1011","Home health aides",12180,13.33,27720
"3046","17","IL","Illinois","31-9099","Healthcare support workers, all other",12180,15,31200
"3047","39","OH","Ohio","13-1023","Purchasing agents, except wholesale, retail, and farm products",12180,26.49,55100
"3048","12","FL","Florida","45-2091","Agricultural equipment operators",1220,10.79,22440
"3049","40","OK","Oklahoma","47-3015","Helpers--pipelayers, plumbers, pipefitters, and steamfitters",1220,11.38,23670
"3050","16","ID","Idaho","49-3093","Tire repairers and changers",1220,11.61,24150
"3051","40","OK","Oklahoma","51-4072","Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",1220,12.18,25340
"3052","26","MI","Michigan","31-2022","Physical therapist aides",1220,12.35,25690
"3053","37","NC","North Carolina","27-1026","Merchandise displayers and window trimmers",1220,12.43,25860
"3054","12","FL","Florida","51-9131","Photographic process workers",1220,12.54,26090
"3055","04","AZ","Arizona","51-9121","Coating, painting, and spraying machine setters, operators, and tenders",1220,12.71,26450
"3056","16","ID","Idaho","43-6013","Medical secretaries",1220,12.77,26560
"3057","33","NH","New Hampshire","43-9021","Data entry keyers",1220,12.77,26550
"3058","41","OR","Oregon","43-5021","Couriers and messengers",1220,13.16,27380
"3059","34","NJ","New Jersey","51-4033","Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",1220,13.67,28430
"3060","20","KS","Kansas","43-5031","Police, fire, and ambulance dispatchers",1220,13.76,28610
"3061","54","WV","West Virginia","51-4031","Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",1220,13.89,28880
"3062","19","IA","Iowa","51-9196","Paper goods machine setters, operators, and tenders",1220,14.42,30000
"3063","46","SD","South Dakota","33-3012","Correctional officers and jailers",1220,14.43,30020
"3064","47","TN","Tennessee","47-2081","Drywall and ceiling tile installers",1220,14.68,30540
"3065","36","NY","New York","51-6099","Textile, apparel, and furnishings workers, all other",1220,15.41,32060
"3066","19","IA","Iowa","43-4161","Human resources assistants, except payroll and timekeeping",1220,15.89,33060
"3067","35","NM","New Mexico","21-1092","Probation officers and correctional treatment specialists",1220,16.12,33520
"3068","22","LA","Louisiana","51-8099","Plant and system operators, all other",1220,19.37,40280
"3069","50","VT","Vermont","21-1021","Child, family, and school social workers",1220,19.45,40460
"3070","55","WI","Wisconsin","21-1011","Substance abuse and behavioral disorder counselors",1220,19.57,40710
"3071","22","LA","Louisiana","51-4199","Metal workers and plastic workers, all other",1220,19.87,41330
"3072","25","MA","Massachusetts","27-3022","Reporters and correspondents",1220,20.08,41760
"3073","05","AR","Arkansas","49-9052","Telecommunications line installers and repairers",1220,20.09,41780
"3074","37","NC","North Carolina","33-9021","Private detectives and investigators",1220,20.09,41790
"3075","18","IN","Indiana","29-1031","Dietitians and nutritionists",1220,21.57,44860
"3076","19","IA","Iowa","25-4021","Librarians",1220,22.03,45820
"3077","41","OR","Oregon","27-3041","Editors",1220,22.87,47570
"3078","01","AL","Alabama","33-3021","Detectives and criminal investigators",1220,23.26,48390
"3079","36","NY","New York","27-1027","Set and exhibit designers",1220,24.38,50720
